"Supplied Name","verbatimScientificName","vernacularName","rawFamily","sourceStatus","status","IUCN_equivalent_status","taxonRank","guid","scientificName","genus","family","order","class","phylum","kingdom","vernacularName","matchType","nameType"
"Lasiopetalum longistamineum","Lasiopetalum longistamineum","-","Sterculiaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2909122","Lasiopetalum longistamineum","Lasiopetalum","Malvaceae","Malvales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Desmodium acanthocladum","Desmodium acanthocladum","Thorny Pea","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/taxon/apni/51436253","Pedleya acanthoclada","Pedleya","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Manorina melanotis","Manorina melanotis","Black-eared Miner","Meliphagidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/ca7db878-07f9-4c93-a611-5d0aa7dcf594","Manorina (Myzantha) melanotis","Manorina","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","Black-eared Miner","exactMatch",
"Cherax tenuimanus","Cherax tenuimanus","Hairy Marron, Margaret River Hairy Marron, Margaret River Marron","Parastacidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/7a89ce97-069c-4d8e-a632-4629cb6faa58","Cherax tenuimanus","Cherax","Parastacidae","Decapoda","Malacostraca","Arthropoda","Animalia","Yabbies","exactMatch",
"Anthochaera chrysoptera halmaturina","Anthochaera chrysoptera halmaturina","Kangaroo Island Little Wattlebird","Meliphagidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/3fbe55ce-7637-4abd-a61e-7100f6267f4e","Anthochaera (Anellobia) chrysoptera halmaturina","Anthochaera","Meliphagidae","Passeriformes","Aves","Chordata","Animalia","Kangaroo Island Little Wattlebird","exactMatch",
"Haloragodendron lucasii","Haloragodendron lucasii","Hal","Haloragaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51437593","Haloragodendron lucasii","Haloragodendron","Haloragaceae","Saxifragales","Equisetopsida","Charophyta","Plantae","Hal","exactMatch",
"Mordacia praecox","Mordacia praecox","Non-parasitic Lamprey, Precocious Lamprey","Mordaciidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/10ae61a2-ed8d-402f-94fa-dc9846094763","Mordacia praecox","Mordacia","Mordaciidae","Petromyzontiformes",,"Chordata","Animalia","Non-parasitic Lamprey","exactMatch",
"Stylidium asymmetricum","Stylidium asymmetricum","Asymmetric Triggerplant","Stylidiaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/7982316","Stylidium asymmetricum","Stylidium","Stylidiaceae","Asterales","Equisetopsida","Charophyta","Plantae","Asymmetric Triggerplant","exactMatch",
"Prostanthera albohirta","Prostanthera albohirta","-","Lamiaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2905401","Prostanthera albohirta","Prostanthera","Lamiaceae","Lamiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Philoria kundagungan","Philoria kundagungan","Mountain Frog","Limnodynastidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/3d517625-8e5e-4e37-97d5-71c4d2c2052b","Philoria kundagungan","Philoria","Limnodynastidae","Anura","Amphibia","Chordata","Animalia","Mountain Frog","exactMatch",
"Adenanthos eyrei","Adenanthos eyrei","Toolinna Adenanthos","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2913287","Adenanthos eyrei","Adenanthos","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Toolinna Adenanthos","exactMatch",
"Zieria bifida","Zieria bifida","-","Rutaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2895613","Zieria bifida","Zieria","Rutaceae","Sapindales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Numenius madagascariensis","Numenius madagascariensis","Eastern Curlew, Far Eastern Curlew","Scolopacidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/5ff29bca-f02f-468f-9f96-9ae956015e01","Numenius (Numenius) madagascariensis","Numenius","Scolopacidae","Charadriiformes","Aves","Chordata","Animalia","Eastern Curlew","exactMatch",
"Bettongia penicillata penicillata","Bettongia penicillata penicillata","Brush-tailed Bettong (central and south-east), Brush-tailed Bettong (south-east mainland)","Potoroidae","Extinct","Extinct","Extinct","","https://biodiversity.org.au/afd/taxa/fc90eb47-4201-487d-9882-7bdffe1e25f6","Bettongia penicillata penicillata","Bettongia","Potoroidae","Diprotodontia","Mammalia","Chordata","Animalia","Brushtailed Bettong","exactMatch",
"Euastacus simplex","Euastacus simplex","Simple Crayfish, Small Mountain Crayfish","Parastacidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/10b4838c-82a1-49ae-a355-444602c006e2","Euastacus simplex","Euastacus","Parastacidae","Decapoda","Malacostraca","Arthropoda","Animalia",,"exactMatch",
"Zearaja maugeana","Zearaja maugeana","Maugean Skate, Port Davey Skate","Rajidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/1f3bf926-fd49-436c-9e1f-a71a2a3e3d6f","Zearaja maugeana","Zearaja","Rajidae","Rajiformes","Chondrichthyes","Chordata","Animalia","Maugean Skate","exactMatch",
"Caladenia gladiolata","Caladenia gladiolata","Bayonet Spider-orchid, Clubbed Spider-orchid","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51399046","Caladenia gladiolata","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Bayonet Spiderorchid","exactMatch",
"Veronica ciliolata","Veronica ciliolata","Ciliolate Hebe","Scrophulariaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2892256","Veronica ciliolata","Veronica","Plantaginaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Ciliolate Hebe","exactMatch",
"Amytornis modestus","Amytornis modestus","Thick-billed Grasswren","Maluridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/cfb67754-ed3f-4612-92bf-4753d23d49f0","Amytornis (Amytornis) modestus","Amytornis","Maluridae","Passeriformes","Aves","Chordata","Animalia","Thick-billed Grasswren","exactMatch",
"Tomophyllum walleri","Tomophyllum walleri","-","Grammitidaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/7801209","Ctenopteris walleri","Ctenopteris","Polypodiaceae","Polypodiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Melicytus ramiflorus subsp. oblongifolius","Melicytus ramiflorus subsp. oblongifolius","Whiteywood, a tree","Violaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2899859","Melicytus ramiflorus subsp. oblongifolius","Melicytus","Violaceae","Malpighiales","Equisetopsida","Charophyta","Plantae","A Tree","exactMatch",
"Eremophila virens","Eremophila virens","Campion Eremophila, Green-flowered Emu bush","Myoporaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2913110","Eremophila virens","Eremophila","Scrophulariaceae","Lamiales","Equisetopsida","Charophyta","Plantae","Campion Eremophila","exactMatch",
"Macrozamia macdonnellii","Macrozamia macdonnellii","MacDonnell Ranges Cycad","Zamiaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2917134","Macrozamia macdonnellii","Macrozamia","Zamiaceae","Cycadales","Equisetopsida","Charophyta","Plantae","Macdonnell Ranges Cycad","exactMatch",
"Pedionomus torquatus","Pedionomus torquatus","Plains-wanderer","Pedionomidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/30b4b2e5-0d5b-46cb-bddb-a2137a35fa2c","Pedionomus torquatus","Pedionomus","Pedionomidae","Charadriiformes","Aves","Chordata","Animalia","Plains Wanderer","exactMatch",
"Grevillea guthrieana","Grevillea guthrieana","-","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2919067","Grevillea guthrieana","Grevillea","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Guthrie's Grevillea","exactMatch",
"Assa wollumbin","Assa wollumbin","Mount Wollumbin Hip-pocket Frog, Wollumbin Pouched Frog","Myobatrachidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/21c498a1-8389-4119-aaa3-082637aaa697","Assa wollumbin","Assa","Myobatrachidae","Anura","Amphibia","Chordata","Animalia","Mount Wollumbin Hip-pocket Frog","exactMatch",
"Hemiaspis damelii","Hemiaspis damelii","Grey Snake","Elapidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/38b3394e-7f8c-46f4-a5b0-773aee68c0be","Hemiaspis damelii","Hemiaspis","Elapidae","Squamata","Reptilia","Chordata","Animalia","Grey Snake","exactMatch",
"Petaurus australis Wet Tropics subspecies","Petaurus australis Wet Tropics subspecies","Yellow-bellied Glider (Wet Tropics), Fluffy Glider","Petauridae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/b417477e-dde3-4418-94ae-06bc82fe6883","Petaurus australis brevirostrum","Petaurus","Petauridae","Diprotodontia","Mammalia","Chordata","Animalia",,"exactMatch",
"Darwinia collina","Darwinia collina","Yellow Mountain Bell","Myrtaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2895666","Darwinia collina","Darwinia","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Yellow Mountain Bell","exactMatch",
"Pomaderris pilifera subsp. talpicutica","Pomaderris pilifera subsp. talpicutica","Moleskin Dogwood","Rhamnaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2897322","Pomaderris pilifera subsp. talpicutica","Pomaderris","Rhamnaceae","Rosales","Equisetopsida","Charophyta","Plantae","Moleskin Dogwood","exactMatch",
"Westringia rupicola","Westringia rupicola","-","Lamiaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2920384","Westringia rupicola","Westringia","Lamiaceae","Lamiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Caretta caretta","Caretta caretta","Loggerhead Turtle","Cheloniidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/910b27e8-19c3-4194-b55a-fd95a80ccdf9","Caretta caretta","Caretta","Cheloniidae","Testudines","Reptilia","Chordata","Animalia","Loggerhead Turtle","exactMatch",
"Limosa lapponica baueri","Limosa lapponica baueri","Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit","Scolopacidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/0ba19a99-7771-4774-a5fb-857cee1cc65f","Limosa lapponica baueri","Limosa","Scolopacidae","Charadriiformes","Aves","Chordata","Animalia","Alaskan Bar-tailed Godwit","exactMatch",
"Elaeocarpus sedentarius","Elaeocarpus sedentarius","Minyon Quandong","Elaeocarpaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2916168","Elaeocarpus sedentarius","Elaeocarpus","Elaeocarpaceae","Oxalidales","Equisetopsida","Charophyta","Plantae","Minyon Quandong","exactMatch",
"Tectaria devexa","Tectaria devexa","Cave Fern","Dryopteridaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2913955","Tectaria devexa","Tectaria","Tectariaceae","Polypodiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Galaxias lanceolatus","Galaxias lanceolatus","Tapered Galaxias","Galaxiidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/bedc6085-4580-4c8a-bdda-27ba84837819","Galaxias lanceolatus","Galaxias","Galaxiidae","Salmoniformes","Actinopterygii","Chordata","Animalia","Tapered Galaxias","exactMatch",
"Casuarius casuarius johnsonii","Casuarius casuarius johnsonii","Southern Cassowary, Australian Cassowary, Double-wattled Cassowary","Casuariidae","Endangered","Endangered","Endangered","","ALA_DR30474_1703","Casuarius casuarius johnsonii (northern population)","Casuarius","Casuariidae","Struthioniformes","Aves","Chordata","Animalia","Southern Cassowary","exactMatch",
"Caladenia actensis","Caladenia actensis","Canberra Spider Orchid","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51398755","Caladenia actensis","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Canberra Spider Orchid","exactMatch",
"Polyscias bellendenkerensis","Polyscias bellendenkerensis","-","Araliaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2907834","Polyscias bellendenkerensis","Polyscias","Araliaceae","Apiales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Pterostylis saxicola","Pterostylis saxicola","Sydney Plains Greenhood","Orchidaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/taxon/apni/51412318","Pterostylis saxicola","Pterostylis","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Sydney Plains Greenhood","exactMatch",
"Dasyurus geoffroii","Dasyurus geoffroii","Chuditch, Western Quoll","Dasyuridae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/f1d6acba-e1cd-4556-9d2d-58a10323af9e","Dasyurus geoffroii","Dasyurus","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia","Chuditch","exactMatch",
"Eucalyptus platydisca","Eucalyptus platydisca","Jimberlana Mallee","Myrtaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2887846","Eucalyptus platydisca","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Jimberlana Mallee","exactMatch",
"Stylidium amabile","Stylidium amabile","-","Stylidiaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2908195","Stylidium amabile","Stylidium","Stylidiaceae","Asterales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Paragalaxias eleotroides","Paragalaxias eleotroides","Great Lake Paragalaxias","Galaxiidae","Vulnerable","Vulnerable","Vulnerable","","https://biodiversity.org.au/afd/taxa/013aaec6-a6ea-42fb-ac55-46928493aa50","Paragalaxias eleotroides","Paragalaxias","Galaxiidae","Salmoniformes","Actinopterygii","Chordata","Animalia","Great Lake Paragalaxias","exactMatch",
"Trianthema cypseleoides","Trianthema cypseleoides","-","Aizoaceae","Extinct","Extinct","Extinct","","https://id.biodiversity.org.au/node/apni/2916288","Trianthema cypseleoides","Trianthema","Aizoaceae","Caryophyllales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Eucalyptus pruiniramis","Eucalyptus pruiniramis","Midlands Gum, Jingymia Gum","Myrtaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2904173","Eucalyptus pruiniramis","Eucalyptus","Myrtaceae","Myrtales","Equisetopsida","Charophyta","Plantae","Midlands Gum","exactMatch",
"Lepidochelys olivacea","Lepidochelys olivacea","Olive Ridley Turtle, Pacific Ridley Turtle","Cheloniidae","Endangered","Endangered","Endangered","","https://biodiversity.org.au/afd/taxa/9a977391-19d1-407a-b979-5d0fa4c49f32","Lepidochelys olivacea","Lepidochelys","Cheloniidae","Testudines","Reptilia","Chordata","Animalia","Pacific Ridley","exactMatch",
"Caladenia ancylosa","Caladenia ancylosa","Genoa Spider-orchid, Gippsland Spider Orchid","Orchidaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/taxon/apni/51398773","Caladenia ancylosa","Caladenia","Orchidaceae","Asparagales","Equisetopsida","Charophyta","Plantae","Genoa Spider-orchid","exactMatch",
"Bossiaea oligosperma","Bossiaea oligosperma","-","Fabaceae","Vulnerable","Vulnerable","Vulnerable","","https://id.biodiversity.org.au/node/apni/2901838","Bossiaea oligosperma","Bossiaea","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae","Few-seeded Bossiaea","exactMatch",
"Euastacus angustus","Euastacus angustus","Narrow Euastacus, Slender Dwarf Crayfish, Narrow Dwarf Crayfish","Parastacidae","Critically Endangered","Critically Endangered","Critically Endangered","","https://biodiversity.org.au/afd/taxa/c4133c09-c46b-4a07-9322-ec6be2bdb578","Euastacus angustus","Euastacus","Parastacidae","Decapoda","Malacostraca","Arthropoda","Animalia",,"exactMatch",
"Pultenaea sp. Genowlan Point (NSW 417813)","Pultenaea sp. Genowlan Point (NSW 417813)","Genowlan Point Pultenaea, Genowlan Pultenaea","Fabaceae","Critically Endangered","Critically Endangered","Critically Endangered","","https://id.biodiversity.org.au/node/apni/2891788","Pultenaea sp. Genowlan Point (NSW 417813)","Pultenaea","Fabaceae","Fabales","Equisetopsida","Charophyta","Plantae",,"exactMatch",
"Adenanthos velutinus","Adenanthos velutinus","Velvet Woollybush","Proteaceae","Endangered","Endangered","Endangered","","https://id.biodiversity.org.au/node/apni/2902309","Adenanthos velutinus","Adenanthos","Proteaceae","Proteales","Equisetopsida","Charophyta","Plantae","Velvet Woollybush","exactMatch",
